filename,mode,rows_loaded,datetime_mismatches,mismatch_details,status
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,11,datetime_start_o vs datetime_start_r: 1; datetime_start_o vs datetime_start_p: 1; datetime_start_o vs datetime_start_a: 1; datetime_start_r vs datetime_start_p: 2; datetime_start_r vs datetime_start_d: 1; datetime_start_r vs datetime_start_a: 1; datetime_start_p vs datetime_start_d: 1; datetime_start_p vs datetime_start_a: 2; datetime_start_d vs datetime_start_a: 1,success
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,11,datetime_start_o vs datetime_start_r: 1; datetime_start_o vs datetime_start_p: 1; datetime_start_o vs datetime_start_a: 1; datetime_start_r vs datetime_start_p: 2; datetime_start_r vs datetime_start_d: 1; datetime_start_r vs datetime_start_a: 1; datetime_start_p vs datetime_start_d: 1; datetime_start_p vs datetime_start_a: 2; datetime_start_d vs datetime_start_a: 1,success
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_171847_gpt-oss:20b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_145217_cogito-2.1:671b-cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_135027_cogito-2.1:671b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_131424_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_124952_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_122012_cogito-2.1:671b-cloud_1.0_hailey.log,orpda,65,0,,success
session_orpa_20260207_115846_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,3,datetime_start_o vs datetime_start_p: 1; datetime_start_r vs datetime_start_p: 1; datetime_start_p vs datetime_start_a: 1,success
session_orpa_20260207_115846_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,3,datetime_start_o vs datetime_start_p: 1; datetime_start_r vs datetime_start_p: 1; datetime_start_p vs datetime_start_a: 1,success
session_orpa_20260207_115846_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_115846_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_115846_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_115846_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_113455_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_113455_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_113455_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_113455_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_113455_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_113455_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_111903_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,46,0,,success
session_orpa_20260207_111903_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,46,0,,success
session_orpa_20260207_111903_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,46,0,,success
session_orpa_20260207_111903_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,46,0,,success
session_orpa_20260207_111903_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,46,0,,success
session_orpa_20260207_111903_cogito-2.1:671b-cloud_0.0_hailey.log,orpa,46,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_105208_cogito-2.1:671b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpa_20260207_100206_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,3,datetime_start_o vs datetime_start_p: 1; datetime_start_r vs datetime_start_p: 1; datetime_start_p vs datetime_start_a: 1,success
session_orpa_20260207_100206_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,3,datetime_start_o vs datetime_start_p: 1; datetime_start_r vs datetime_start_p: 1; datetime_start_p vs datetime_start_a: 1,success
session_orpa_20260207_100206_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_100206_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_100206_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_100206_cogito-2.1:671b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_094642_gemma3:27b-cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260207_094642_gemma3:27b-cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260207_094642_gemma3:27b-cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260207_094642_gemma3:27b-cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260207_094642_gemma3:27b-cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260207_094642_gemma3:27b-cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260207_092921_gemma3:27b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_092921_gemma3:27b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_092921_gemma3:27b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_092921_gemma3:27b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_092921_gemma3:27b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_092921_gemma3:27b-cloud_1.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_091642_gemma3:27b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_091642_gemma3:27b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_091642_gemma3:27b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_091642_gemma3:27b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_091642_gemma3:27b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260207_091642_gemma3:27b-cloud_0.0_hailey.log,orpa,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_083210_gemma3:27b-cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260207_080202_gemma3:27b-cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_193105_gemini-3-flash-preview:cloud_0.0_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260206_171410_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpa_20260206_161226_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260206_161226_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260206_161226_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260206_161226_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260206_161226_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260206_161226_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260206_143340_gemini-3-flash-preview:cloud_0.0_hailey.log,orpa,65,3,datetime_start_o vs datetime_start_p: 1; datetime_start_r vs datetime_start_p: 1; datetime_start_p vs datetime_start_a: 1,success
session_orpa_20260206_143340_gemini-3-flash-preview:cloud_0.0_hailey.log,orpa,65,3,datetime_start_o vs datetime_start_p: 1; datetime_start_r vs datetime_start_p: 1; datetime_start_p vs datetime_start_a: 1,success
session_orpa_20260206_143340_gemini-3-flash-preview:cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260206_143340_gemini-3-flash-preview:cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260206_143340_gemini-3-flash-preview:cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260206_143340_gemini-3-flash-preview:cloud_0.0_hailey.log,orpa,65,0,,success
session_orpa_20260206_132744_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_132744_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_132744_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_132744_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_132744_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_132744_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_003939_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_003939_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_003939_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_003939_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_003939_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpa_20260206_003939_gemini-3-flash-preview:cloud_0.3_hailey.log,orpa,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpda_20260205_225125_gemini-3-flash-preview:cloud_0.3_hailey.log,orpda,65,0,,success
session_orpa_20260205_221225_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260205_221225_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260205_221225_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260205_221225_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260205_221225_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpa_20260205_221225_gemini-3-flash-preview:cloud_0.8_hailey.log,orpa,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
session_orpda_20260205_211529_gemini-3-flash-preview:cloud_0.8_hailey.log,orpda,65,0,,success
